Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&) [85]
-----------------------------------------------
                1.77    0.00 800000000/800000000     PsCourseworkI::Landscape::Update() [2]
[13]     1.4    1.77    0.00 800000000         PsCourseworkI::AppConfig::Getm() const [13]
-----------------------------------------------
                1.66    0.00 800000000/800000000     PsCourseworkI::Landscape::Update() [2]
[14]     1.4    1.66    0.00 800000000         PsCourseworkI::AppConfig::Getk() const [14]
-----------------------------------------------
                1.24    0.00    1251/1251        main [1]
[15]     1.0    1.24    0.00    1251         PsCourseworkI::AppConfig::GetTT() const [15]
-----------------------------------------------
                0.31    0.00       3/3           PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [6]
[16]     0.2    0.31    0.00       3         PsCourseworkI::AppConfig::GetNy() const [16]
-----------------------------------------------
                0.09    0.13      13/13          main [1]
[17]     0.2    0.09    0.13      13         PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
                0.06    0.00 8320000/8320000     PsCourseworkI::Pixel::Pixel(unsigned char, unsigned char, unsigned char) [18]
                0.05    0.00 8320000/8320000     PsCourseworkI::PpmFile::WritePixel(PsCourseworkI::Pixel const&) [19]
                0.00    0.01 8320000/8320000     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) const [29]
                0.01    0.00      13/13          PsCourseworkI::PpmFile::PpmFile(std::string const&, PsCourseworkI::Size const&, unsigned int) [33]
                0.00    0.00      13/13          PsCourseworkI::Landscape::GetArray() const [51]
                0.00    0.00      13/15          PsCourseworkI::Array2D<PsCourseworkI::Cell>::GetSize() const [48]
                0.00    0.00      13/18          PsCourseworkI::Size::Size(unsigned int, unsigned int) [47]
                0.00    0.00      13/13          PsCourseworkI::PpmFile::Finalise() [49]
                0.00    0.00      13/13          PsCourseworkI::PpmFile::~PpmFile() [50]
-----------------------------------------------
                0.06    0.00 8320000/8320000     PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[18]     0.0    0.06    0.00 8320000         PsCourseworkI::Pixel::Pixel(unsigned char, unsigned char, unsigned char) [18]
-----------------------------------------------
                0.05    0.00 8320000/8320000     PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[19]     0.0    0.05    0.00 8320000         PsCourseworkI::PpmFile::WritePixel(PsCourseworkI::Pixel const&) [19]
-----------------------------------------------
                0.03    0.02       1/1           main [1]
[20]     0.0    0.03    0.02       1         PsCourseworkI::Landscape::ApplyRandomHares() [20]
                0.01    0.01 2560000/4806406416     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [3]
-----------------------------------------------
                0.02    0.02       2/2           void std::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [23]
[21]     0.0    0.02    0.02       2         void std::__uninitialized_fill_n<false>::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [21]
                0.01    0.01 1286408/1286408     void std::_Construct<PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell const&) [27]
-----------------------------------------------
                0.00    0.04       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::vector(unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell> const&) [12]
[22]     0.0    0.00    0.04       2         std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_fill_initialize(unsigned long, PsCourseworkI::Cell const&) [22]
                0.00    0.04       2/2           void std::__uninitialized_fill_n_a<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell>&) [24]
                0.00    0.00       2/4           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_get_Tp_allocator() [60]
-----------------------------------------------
                0.00    0.04       2/2           void std::__uninitialized_fill_n_a<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell>&) [24]
[23]     0.0    0.00    0.04       2         void std::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [23]
                0.02    0.02       2/2           void std::__uninitialized_fill_n<false>::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [21]
-----------------------------------------------
                0.00    0.04       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_fill_initialize(unsigned long, PsCourseworkI::Cell const&) [22]
[24]     0.0    0.00    0.04       2         void std::__uninitialized_fill_n_a<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell>&) [24]
                0.00    0.04       2/2           void std::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [23]
-----------------------------------------------
                0.02    0.02       1/1           main [1]
[25]     0.0    0.02    0.02       1         PsCourseworkI::Landscape::ApplyRandomPumas() [25]
                0.01    0.01 2560000/4806406416     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [3]
-----------------------------------------------
                0.00    0.03       1/1           main [1]
[26]     0.0    0.00    0.03       1         PsCourseworkI::Landscape::ApplyLandWaterMask(PsCourseworkI::Array2D<unsigned int> const&) [26]
                0.01    0.01 1280000/1280000     PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) const [28]
                0.01    0.00 1280000/4806406416     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [3]
                0.00    0.00       1/1           PsCourseworkI::Array2D<unsigned int>::GetSize() const [135]
                0.00    0.00       1/1           PsCourseworkI::operator==(PsCourseworkI::Size const&, PsCourseworkI::Size const&) [127]
-----------------------------------------------
                0.01    0.01 1286408/1286408     void std::__uninitialized_fill_n<false>::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [21]
[27]     0.0    0.01    0.01 1286408         void std::_Construct<PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell const&) [27]
                0.01    0.00 1286408/1286408     operator new(unsigned long, void*) [31]
-----------------------------------------------
                0.01    0.01 1280000/1280000     PsCourseworkI::Landscape::ApplyLandWaterMask(PsCourseworkI::Array2D<unsigned int> const&) [26]
[28]     0.0    0.01    0.01 1280000         PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) const [28]
                0.01    0.00 1280000/1280000     std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) const [32]
-----------------------------------------------
                0.00    0.01 8320000/8320000     PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[29]     0.0    0.00    0.01 8320000         PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) const [29]
                0.01    0.00 8320000/8320000     std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::operator[](unsigned long) const [30]
-----------------------------------------------
                0.01    0.00 8320000/8320000     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) const [29]
[30]     0.0    0.01    0.00 8320000         std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::operator[](unsigned long) const [30]
-----------------------------------------------
                0.01    0.00 1286408/1286408     void std::_Construct<PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell const&) [27]
[31]     0.0    0.01    0.00 1286408         operator new(unsigned long, void*) [31]
-----------------------------------------------
                0.01    0.00 1280000/1280000     PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) const [28]
[32]     0.0    0.01    0.00 1280000         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) const [32]
-----------------------------------------------
                0.01    0.00      13/13          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[33]     0.0    0.01    0.00      13         PsCourseworkI::PpmFile::PpmFile(std::string const&, PsCourseworkI::Size const&, unsigned int) [33]
                0.00    0.00      13/37          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [46]
-----------------------------------------------
                0.01    0.00       1/1           __do_global_ctors_aux [35]
[34]     0.0    0.01    0.00       1         global constructors keyed to _ZN13PsCourseworkI18LandscapePpmWriterC2ERNS_9LandscapeE [34]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [110]
-----------------------------------------------
                                                 <spontaneous>
[35]     0.0    0.00    0.01                 __do_global_ctors_aux [35]
                0.01    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI18LandscapePpmWriterC2ERNS_9LandscapeE [34]
                0.00    0.00       1/1           global constructors keyed to main [104]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI7AppArgsC2EiPPc [99]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI9AppConfigC2ERKSs [102]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI7BmpFileC2ESs [100]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI9LandscapeC2ERKNS_9AppConfigE [103]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI7PpmFileC2ERKSsRKNS_4SizeEj [101]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI4CellC2Ev [98]
-----------------------------------------------
                0.00    0.00       1/1           PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [6]
[36]     0.0    0.00    0.00       1         PsCourseworkI::Landscape::InitHalos() [36]
                0.00    0.00    6416/4806406416     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [3]
                0.00    0.00       2/15          PsCourseworkI::Array2D<PsCourseworkI::Cell>::GetSize() const [48]
                0.00    0.00       1/1           PsCourseworkI::Cell::Cell(bool, double, double) [114]
-----------------------------------------------
                0.00    0.00  640000/640000      PsCourseworkI::BmpFile::BmpFile(std::string) [121]
[41]     0.0    0.00    0.00  640000         PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) [41]
                0.00    0.00  640000/640000      std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [42]
-----------------------------------------------
                0.00    0.00  640000/640000      PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) [41]
[42]     0.0    0.00    0.00  640000         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [42]
-----------------------------------------------
                0.00    0.00    1250/1250        main [1]
[43]     0.0    0.00    0.00    1250         PsCourseworkI::AppConfig::GetT() const [43]
-----------------------------------------------
                0.00    0.00      66/66          PsCourseworkI::AppConfig::AppConfig(std::string const&) [124]
[44]     0.0    0.00    0.00      66         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [44]
-----------------------------------------------
                0.00    0.00      44/44          PsCourseworkI::AppConfig::AppConfig(std::string const&) [124]
[45]     0.0    0.00    0.00      44         PsCourseworkI::AppConfig::RemoveComment(std::string&) [45]
-----------------------------------------------
                0.00    0.00       4/37          PsCourseworkI::AppConfig::StringToInt(std::string const&) [56]
                0.00    0.00       7/37          PsCourseworkI::AppConfig::StringToDouble(std::string const&) [52]
                0.00    0.00      13/37          main [1]
                0.00    0.00      13/37          PsCourseworkI::PpmFile::PpmFile(std::string const&, PsCourseworkI::Size const&, unsigned int) [33]
[46]     0.0    0.00    0.00      37         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [46]
-----------------------------------------------
                0.00    0.00       1/18          PsCourseworkI::BmpFile::BmpFile(std::string) [121]
                0.00    0.00       1/18          PsCourseworkI::Array2D<unsigned int>::Array2D() [119]
                0.00    0.00       3/18          PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [6]
                0.00    0.00      13/18          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[47]     0.0    0.00    0.00      18         PsCourseworkI::Size::Size(unsigned int, unsigned int) [47]
-----------------------------------------------
                0.00    0.00       2/15          PsCourseworkI::Landscape::InitHalos() [36]
                0.00    0.00      13/15          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[48]     0.0    0.00    0.00      15         PsCourseworkI::Array2D<PsCourseworkI::Cell>::GetSize() const [48]
-----------------------------------------------
                0.00    0.00      13/13          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[49]     0.0    0.00    0.00      13         PsCourseworkI::PpmFile::Finalise() [49]
-----------------------------------------------
                0.00    0.00      13/13          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[50]     0.0    0.00    0.00      13         PsCourseworkI::PpmFile::~PpmFile() [50]
-----------------------------------------------
                0.00    0.00      13/13          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[51]     0.0    0.00    0.00      13         PsCourseworkI::Landscape::GetArray() const [51]
-----------------------------------------------
                0.00    0.00       7/7           PsCourseworkI::AppConfig::AppConfig(std::string const&) [124]
[52]     0.0    0.00    0.00       7         PsCourseworkI::AppConfig::StringToDouble(std::string const&) [52]
                0.00    0.00       7/37          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [46]
-----------------------------------------------
                0.00    0.00       1/7           unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [159]
                0.00    0.00       6/7           unsigned int* std::__copy_move_a2<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [91]
[53]     0.0    0.00    0.00       7         std::__niter_base<unsigned int*, false>::__b(unsigned int*) [53]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long, unsigned int) [152]
                0.00    0.00       4/6           std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [137]
[54]     0.0    0.00    0.00       6         std::vector<unsigned int, std::allocator<unsigned int> >::size() const [54]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [154]
                0.00    0.00       1/6           std::vector<unsigned int, std::allocator<unsigned int> >::_M_erase_at_end(unsigned int*) [147]
                0.00    0.00       4/6           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [146]
[55]     0.0    0.00    0.00       6         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [55]
-----------------------------------------------
                0.00    0.00       4/4           PsCourseworkI::AppConfig::AppConfig(std::string const&) [124]
[56]     0.0    0.00    0.00       4         PsCourseworkI::AppConfig::StringToInt(std::string const&) [56]
                0.00    0.00       4/37          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [46]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<PsCourseworkI::Cell>::~allocator() [59]
[57]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::~new_allocator() [57]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [146]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::difference_type __gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [132]
[58]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [58]
-----------------------------------------------
                0.00    0.00       2/4           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::~_Vector_impl() [83]
                0.00    0.00       2/4           PsCourseworkI::Array2D<PsCourseworkI::Cell>::Array2D(PsCourseworkI::Size) [7]
[59]     0.0    0.00    0.00       4         std::allocator<PsCourseworkI::Cell>::~allocator() [59]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::~new_allocator() [57]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [89]
                0.00    0.00       2/4           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_fill_initialize(unsigned long, PsCourseworkI::Cell const&) [22]
[60]     0.0    0.00    0.00       4         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_get_Tp_allocator() [60]
-----------------------------------------------
                0.00    0.00       4/4           unsigned int* std::copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [95]
[61]     0.0    0.00    0.00       4         std::__miter_base<unsigned int*, false>::__b(unsigned int*) [61]
-----------------------------------------------
                0.00    0.00       3/3           PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [6]
[62]     0.0    0.00    0.00       3         PsCourseworkI::AppConfig::GetNx() const [62]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [129]
                0.00    0.00       2/3           std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [76]
[63]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<unsigned int>::max_size() const [63]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [65]
[64]     0.0    0.00    0.00       3         void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [64]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [66]
[65]     0.0    0.00    0.00       3         void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [65]
                0.00    0.00       3/3           void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [64]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [154]
                0.00    0.00       1/3           std::vector<unsigned int, std::allocator<unsigned int> >::_M_erase_at_end(unsigned int*) [147]
                0.00    0.00       1/3           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [146]
[66]     0.0    0.00    0.00       3         void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [66]
                0.00    0.00       3/3           void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [65]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Array2D<PsCourseworkI::Cell>::Array2D(PsCourseworkI::Size) [7]
[67]     0.0    0.00    0.00       2         PsCourseworkI::Cell::Cell() [67]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Landscape::~Landscape() [126]
[68]     0.0    0.00    0.00       2         PsCourseworkI::Array2D<PsCourseworkI::Cell>::~Array2D() [68]
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [89]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_deallocate(PsCourseworkI::Cell*, unsigned long) [84]
[69]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::deallocate(PsCourseworkI::Cell*, unsigned long) [69]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_allocate(unsigned long) [81]
[70]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::allocate(unsigned long, void const*) [70]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::max_size() const [74]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<PsCourseworkI::Cell>::allocator(std::allocator<PsCourseworkI::Cell> const&) [78]
[71]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator(__gnu_cxx::new_allocator<PsCourseworkI::Cell> const&) [71]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<PsCourseworkI::Cell>::allocator() [77]
[72]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator() [72]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::end() [148]
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::begin() [149]
[73]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int* const&) [73]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::allocate(unsigned long, void const*) [70]
[74]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::max_size() const [74]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [76]
[75]     0.0    0.00    0.00       2         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [75]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [137]
[76]     0.0    0.00    0.00       2         std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [76]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<unsigned int>::max_size() const [63]
                0.00    0.00       2/2           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [75]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Array2D<PsCourseworkI::Cell>::Array2D(PsCourseworkI::Size) [7]
[77]     0.0    0.00    0.00       2         std::allocator<PsCourseworkI::Cell>::allocator() [77]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator() [72]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::_Vector_impl(std::allocator<PsCourseworkI::Cell> const&) [82]
[78]     0.0    0.00    0.00       2         std::allocator<PsCourseworkI::Cell>::allocator(std::allocator<PsCourseworkI::Cell> const&) [78]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator(__gnu_cxx::new_allocator<PsCourseworkI::Cell> const&) [71]
-----------------------------------------------
                0.00    0.00       2/2           unsigned int* std::__copy_move_a<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [90]
[79]     0.0    0.00    0.00       2         unsigned int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*) [79]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<PsCourseworkI::Cell*>(PsCourseworkI::Cell*, PsCourseworkI::Cell*) [96]
[80]     0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<PsCourseworkI::Cell*>(PsCourseworkI::Cell*, PsCourseworkI::Cell*) [80]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&) [85]
[81]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_allocate(unsigned long) [81]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::allocate(unsigned long, void const*) [70]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&) [85]
[82]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::_Vector_impl(std::allocator<PsCourseworkI::Cell> const&) [82]
                0.00    0.00       2/2           std::allocator<PsCourseworkI::Cell>::allocator(std::allocator<PsCourseworkI::Cell> const&) [78]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [86]
[83]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::~_Vector_impl() [83]
                0.00    0.00       2/4           std::allocator<PsCourseworkI::Cell>::~allocator() [59]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [86]
[84]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_deallocate(PsCourseworkI::Cell*, unsigned long) [84]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::deallocate(PsCourseworkI::Cell*, unsigned long) [69]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::vector(unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell> const&) [12]
[85]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&) [85]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::_Vector_impl(std::allocator<PsCourseworkI::Cell> const&) [82]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_allocate(unsigned long) [81]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [89]
[86]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [86]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_deallocate(PsCourseworkI::Cell*, unsigned long) [84]
