Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_fill_initialize(unsigned long, PsCourseworkI::Cell const&) [84]
-----------------------------------------------
                0.06    0.00 50000000/50000000     PsCourseworkI::Landscape::Update() [2]
[14]     0.7    0.06    0.00 50000000         PsCourseworkI::AppConfig::Getm() const [14]
-----------------------------------------------
                0.05    0.00 50000000/50000000     PsCourseworkI::Landscape::Update() [2]
[15]     0.6    0.05    0.00 50000000         PsCourseworkI::AppConfig::Getk() const [15]
-----------------------------------------------
                0.04    0.00       3/3           PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [5]
[16]     0.5    0.04    0.00       3         PsCourseworkI::AppConfig::GetNy() const [16]
-----------------------------------------------
                0.02    0.00      25/25          main [1]
[17]     0.2    0.02    0.00      25         PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
                0.00    0.00 1000000/1000000     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) const [28]
                0.00    0.00 1000000/1000000     PsCourseworkI::Pixel::Pixel(unsigned char, unsigned char, unsigned char) [26]
                0.00    0.00 1000000/1000000     PsCourseworkI::PpmFile::WritePixel(PsCourseworkI::Pixel const&) [27]
                0.00    0.00      25/25          PsCourseworkI::Landscape::GetArray() const [45]
                0.00    0.00      25/27          PsCourseworkI::Array2D<PsCourseworkI::Cell>::GetSize() const [41]
                0.00    0.00      25/30          PsCourseworkI::Size::Size(unsigned int, unsigned int) [40]
                0.00    0.00      25/25          PsCourseworkI::PpmFile::PpmFile(std::string const&, PsCourseworkI::Size const&, unsigned int) [43]
                0.00    0.00      25/25          PsCourseworkI::PpmFile::Finalise() [42]
                0.00    0.00      25/25          PsCourseworkI::PpmFile::~PpmFile() [44]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[18]     0.0    0.00    0.00       1         PsCourseworkI::Landscape::ApplyRandomHares() [18]
                0.00    0.00  160000/300401616     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [3]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[19]     0.0    0.00    0.00       1         PsCourseworkI::Landscape::ApplyRandomPumas() [19]
                0.00    0.00  160000/300401616     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [3]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[20]     0.0    0.00    0.00       1         PsCourseworkI::Landscape::ApplyLandWaterMask(PsCourseworkI::Array2D<unsigned int> const&) [20]
                0.00    0.00   80000/300401616     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [3]
                0.00    0.00   80000/80000       PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) const [32]
                0.00    0.00       1/1           PsCourseworkI::Array2D<unsigned int>::GetSize() const [134]
                0.00    0.00       1/1           PsCourseworkI::operator==(PsCourseworkI::Size const&, PsCourseworkI::Size const&) [126]
-----------------------------------------------
                0.00    0.00       1/1           PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [5]
[21]     0.0    0.00    0.00       1         PsCourseworkI::Landscape::InitHalos() [21]
                0.00    0.00    1616/300401616     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [3]
                0.00    0.00       2/27          PsCourseworkI::Array2D<PsCourseworkI::Cell>::GetSize() const [41]
                0.00    0.00       1/1           PsCourseworkI::Cell::Cell(bool, double, double) [113]
-----------------------------------------------
                0.00    0.00 1000000/1000000     PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[26]     0.0    0.00    0.00 1000000         PsCourseworkI::Pixel::Pixel(unsigned char, unsigned char, unsigned char) [26]
-----------------------------------------------
                0.00    0.00 1000000/1000000     PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[27]     0.0    0.00    0.00 1000000         PsCourseworkI::PpmFile::WritePixel(PsCourseworkI::Pixel const&) [27]
-----------------------------------------------
                0.00    0.00 1000000/1000000     PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[28]     0.0    0.00    0.00 1000000         PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) const [28]
                0.00    0.00 1000000/1000000     std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::operator[](unsigned long) const [29]
-----------------------------------------------
                0.00    0.00 1000000/1000000     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) const [28]
[29]     0.0    0.00    0.00 1000000         std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::operator[](unsigned long) const [29]
-----------------------------------------------
                0.00    0.00   81608/81608       void std::__uninitialized_fill_n<false>::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [83]
[30]     0.0    0.00    0.00   81608         void std::_Construct<PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell const&) [30]
                0.00    0.00   81608/81608       operator new(unsigned long, void*) [31]
-----------------------------------------------
                0.00    0.00   81608/81608       void std::_Construct<PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell const&) [30]
[31]     0.0    0.00    0.00   81608         operator new(unsigned long, void*) [31]
-----------------------------------------------
                0.00    0.00   80000/80000       PsCourseworkI::Landscape::ApplyLandWaterMask(PsCourseworkI::Array2D<unsigned int> const&) [20]
[32]     0.0    0.00    0.00   80000         PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) const [32]
                0.00    0.00   80000/80000       std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) const [33]
-----------------------------------------------
                0.00    0.00   80000/80000       PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) const [32]
[33]     0.0    0.00    0.00   80000         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) const [33]
-----------------------------------------------
                0.00    0.00   40000/40000       PsCourseworkI::BmpFile::BmpFile(std::string) [120]
[34]     0.0    0.00    0.00   40000         PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) [34]
                0.00    0.00   40000/40000       std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [35]
-----------------------------------------------
                0.00    0.00   40000/40000       PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) [34]
[35]     0.0    0.00    0.00   40000         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [35]
-----------------------------------------------
                0.00    0.00    1250/1250        main [1]
[36]     0.0    0.00    0.00    1250         PsCourseworkI::AppConfig::GetT() const [36]
-----------------------------------------------
                0.00    0.00      66/66          PsCourseworkI::AppConfig::AppConfig(std::string const&) [123]
[37]     0.0    0.00    0.00      66         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [37]
-----------------------------------------------
                0.00    0.00       4/61          PsCourseworkI::AppConfig::StringToInt(std::string const&) [50]
                0.00    0.00       7/61          PsCourseworkI::AppConfig::StringToDouble(std::string const&) [46]
                0.00    0.00      25/61          main [1]
                0.00    0.00      25/61          PsCourseworkI::PpmFile::PpmFile(std::string const&, PsCourseworkI::Size const&, unsigned int) [43]
[38]     0.0    0.00    0.00      61         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [38]
-----------------------------------------------
                0.00    0.00      44/44          PsCourseworkI::AppConfig::AppConfig(std::string const&) [123]
[39]     0.0    0.00    0.00      44         PsCourseworkI::AppConfig::RemoveComment(std::string&) [39]
-----------------------------------------------
                0.00    0.00       1/30          PsCourseworkI::BmpFile::BmpFile(std::string) [120]
                0.00    0.00       1/30          PsCourseworkI::Array2D<unsigned int>::Array2D() [118]
                0.00    0.00       3/30          PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [5]
                0.00    0.00      25/30          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[40]     0.0    0.00    0.00      30         PsCourseworkI::Size::Size(unsigned int, unsigned int) [40]
-----------------------------------------------
                0.00    0.00       2/27          PsCourseworkI::Landscape::InitHalos() [21]
                0.00    0.00      25/27          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[41]     0.0    0.00    0.00      27         PsCourseworkI::Array2D<PsCourseworkI::Cell>::GetSize() const [41]
-----------------------------------------------
                0.00    0.00      25/25          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[42]     0.0    0.00    0.00      25         PsCourseworkI::PpmFile::Finalise() [42]
-----------------------------------------------
                0.00    0.00      25/25          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[43]     0.0    0.00    0.00      25         PsCourseworkI::PpmFile::PpmFile(std::string const&, PsCourseworkI::Size const&, unsigned int) [43]
                0.00    0.00      25/61          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [38]
-----------------------------------------------
                0.00    0.00      25/25          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[44]     0.0    0.00    0.00      25         PsCourseworkI::PpmFile::~PpmFile() [44]
-----------------------------------------------
                0.00    0.00      25/25          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [17]
[45]     0.0    0.00    0.00      25         PsCourseworkI::Landscape::GetArray() const [45]
-----------------------------------------------
                0.00    0.00       7/7           PsCourseworkI::AppConfig::AppConfig(std::string const&) [123]
[46]     0.0    0.00    0.00       7         PsCourseworkI::AppConfig::StringToDouble(std::string const&) [46]
                0.00    0.00       7/61          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [38]
-----------------------------------------------
                0.00    0.00       1/7           unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [158]
                0.00    0.00       6/7           unsigned int* std::__copy_move_a2<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [87]
[47]     0.0    0.00    0.00       7         std::__niter_base<unsigned int*, false>::__b(unsigned int*) [47]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long, unsigned int) [151]
                0.00    0.00       4/6           std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [136]
[48]     0.0    0.00    0.00       6         std::vector<unsigned int, std::allocator<unsigned int> >::size() const [48]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [153]
                0.00    0.00       1/6           std::vector<unsigned int, std::allocator<unsigned int> >::_M_erase_at_end(unsigned int*) [146]
                0.00    0.00       4/6           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [145]
[49]     0.0    0.00    0.00       6         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [49]
-----------------------------------------------
                0.00    0.00       4/4           PsCourseworkI::AppConfig::AppConfig(std::string const&) [123]
[50]     0.0    0.00    0.00       4         PsCourseworkI::AppConfig::StringToInt(std::string const&) [50]
                0.00    0.00       4/61          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [38]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<PsCourseworkI::Cell>::~allocator() [53]
[51]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::~new_allocator() [51]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [145]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::difference_type __gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [131]
[52]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [52]
-----------------------------------------------
                0.00    0.00       2/4           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::~_Vector_impl() [77]
                0.00    0.00       2/4           PsCourseworkI::Array2D<PsCourseworkI::Cell>::Array2D(PsCourseworkI::Size) [7]
[53]     0.0    0.00    0.00       4         std::allocator<PsCourseworkI::Cell>::~allocator() [53]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::~new_allocator() [51]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [85]
                0.00    0.00       2/4           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_fill_initialize(unsigned long, PsCourseworkI::Cell const&) [84]
[54]     0.0    0.00    0.00       4         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_get_Tp_allocator() [54]
-----------------------------------------------
                0.00    0.00       4/4           unsigned int* std::copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [93]
[55]     0.0    0.00    0.00       4         std::__miter_base<unsigned int*, false>::__b(unsigned int*) [55]
-----------------------------------------------
                0.00    0.00       3/3           PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [5]
[56]     0.0    0.00    0.00       3         PsCourseworkI::AppConfig::GetNx() const [56]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [128]
                0.00    0.00       2/3           std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [70]
[57]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<unsigned int>::max_size() const [57]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [59]
[58]     0.0    0.00    0.00       3         void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [58]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [60]
[59]     0.0    0.00    0.00       3         void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [59]
                0.00    0.00       3/3           void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [58]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [153]
                0.00    0.00       1/3           std::vector<unsigned int, std::allocator<unsigned int> >::_M_erase_at_end(unsigned int*) [146]
                0.00    0.00       1/3           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [145]
[60]     0.0    0.00    0.00       3         void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [60]
                0.00    0.00       3/3           void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [59]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Array2D<PsCourseworkI::Cell>::Array2D(PsCourseworkI::Size) [7]
[61]     0.0    0.00    0.00       2         PsCourseworkI::Cell::Cell() [61]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Landscape::~Landscape() [125]
[62]     0.0    0.00    0.00       2         PsCourseworkI::Array2D<PsCourseworkI::Cell>::~Array2D() [62]
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [85]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_deallocate(PsCourseworkI::Cell*, unsigned long) [78]
[63]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::deallocate(PsCourseworkI::Cell*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_allocate(unsigned long) [75]
[64]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::allocate(unsigned long, void const*) [64]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::max_size() const [68]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<PsCourseworkI::Cell>::allocator(std::allocator<PsCourseworkI::Cell> const&) [72]
[65]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator(__gnu_cxx::new_allocator<PsCourseworkI::Cell> const&) [65]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<PsCourseworkI::Cell>::allocator() [71]
[66]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator() [66]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::end() [147]
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::begin() [148]
[67]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int* const&) [67]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::allocate(unsigned long, void const*) [64]
[68]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::max_size() const [68]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [70]
[69]     0.0    0.00    0.00       2         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [69]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [136]
[70]     0.0    0.00    0.00       2         std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [70]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<unsigned int>::max_size() const [57]
                0.00    0.00       2/2           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [69]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Array2D<PsCourseworkI::Cell>::Array2D(PsCourseworkI::Size) [7]
[71]     0.0    0.00    0.00       2         std::allocator<PsCourseworkI::Cell>::allocator() [71]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator() [66]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::_Vector_impl(std::allocator<PsCourseworkI::Cell> const&) [76]
[72]     0.0    0.00    0.00       2         std::allocator<PsCourseworkI::Cell>::allocator(std::allocator<PsCourseworkI::Cell> const&) [72]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator(__gnu_cxx::new_allocator<PsCourseworkI::Cell> const&) [65]
-----------------------------------------------
                0.00    0.00       2/2           unsigned int* std::__copy_move_a<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [86]
[73]     0.0    0.00    0.00       2         unsigned int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*) [73]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<PsCourseworkI::Cell*>(PsCourseworkI::Cell*, PsCourseworkI::Cell*) [94]
[74]     0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<PsCourseworkI::Cell*>(PsCourseworkI::Cell*, PsCourseworkI::Cell*) [74]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&) [79]
[75]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_allocate(unsigned long) [75]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::allocate(unsigned long, void const*) [64]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&) [79]
[76]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::_Vector_impl(std::allocator<PsCourseworkI::Cell> const&) [76]
                0.00    0.00       2/2           std::allocator<PsCourseworkI::Cell>::allocator(std::allocator<PsCourseworkI::Cell> const&) [72]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [80]
[77]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::~_Vector_impl() [77]
                0.00    0.00       2/4           std::allocator<PsCourseworkI::Cell>::~allocator() [53]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [80]
[78]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_deallocate(PsCourseworkI::Cell*, unsigned long) [78]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::deallocate(PsCourseworkI::Cell*, unsigned long) [63]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::vector(unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell> const&) [13]
[79]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&) [79]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::_Vector_impl(std::allocator<PsCourseworkI::Cell> const&) [76]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_allocate(unsigned long) [75]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [85]
[80]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [80]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_deallocate(PsCourseworkI::Cell*, unsigned long) [78]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::~_Vector_impl() [77]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [143]
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [145]
[81]     0.0    0.00    0.00       2         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [81]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [127]
-----------------------------------------------
                0.00    0.00       2/2           unsigned int* std::uninitialized_copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [88]
[82]     0.0    0.00    0.00       2         unsigned int* std::__uninitialized_copy<true>::uninitialized_copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [82]
                0.00    0.00       2/2           unsigned int* std::copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [93]
-----------------------------------------------
                0.00    0.00       2/2           void std::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [89]
[83]     0.0    0.00    0.00       2         void std::__uninitialized_fill_n<false>::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [83]
                0.00    0.00   81608/81608       void std::_Construct<PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell const&) [30]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::vector(unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell> const&) [13]
[84]     0.0    0.00    0.00       2         std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_fill_initialize(unsigned long, PsCourseworkI::Cell const&) [84]
                0.00    0.00       2/4           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_get_Tp_allocator() [54]
                0.00    0.00       2/2           void std::__uninitialized_fill_n_a<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell>&) [92]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Array2D<PsCourseworkI::Cell>::~Array2D() [62]
[85]     0.0    0.00    0.00       2         std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [85]
                0.00    0.00       2/4           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_get_Tp_allocator() [54]
                0.00    0.00       2/2           void std::_Destroy<PsCourseworkI::Cell*, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell*, std::allocator<PsCourseworkI::Cell>&) [95]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [80]
-----------------------------------------------
                0.00    0.00       2/2           unsigned int* std::__copy_move_a2<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [87]
[86]     0.0    0.00    0.00       2         unsigned int* std::__copy_move_a<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [86]
                0.00    0.00       2/2           unsigned int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*) [73]
-----------------------------------------------
                0.00    0.00       2/2           unsigned int* std::copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [93]
[87]     0.0    0.00    0.00       2         unsigned int* std::__copy_move_a2<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [87]
                0.00    0.00       6/7           std::__niter_base<unsigned int*, false>::__b(unsigned int*) [47]
