Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.03       1/1           main [1]
[14]     0.0    0.00    0.03       1         PsCourseworkI::Landscape::ApplyLandWaterMask(PsCourseworkI::Array2D<unsigned int> const&) [14]
                0.02    0.00 1280000/1280000     PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) const [16]
                0.00    0.00 1280000/4806406416     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [3]
                0.00    0.00       1/1           PsCourseworkI::Array2D<unsigned int>::GetSize() const [124]
                0.00    0.00       1/1           PsCourseworkI::operator==(PsCourseworkI::Size const&, PsCourseworkI::Size const&) [115]
-----------------------------------------------
                0.02    0.00 8320000/8320000     PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [8]
[15]     0.0    0.02    0.00 8320000         PsCourseworkI::Pixel::Pixel(unsigned char, unsigned char, unsigned char) [15]
-----------------------------------------------
                0.02    0.00 1280000/1280000     PsCourseworkI::Landscape::ApplyLandWaterMask(PsCourseworkI::Array2D<unsigned int> const&) [14]
[16]     0.0    0.02    0.00 1280000         PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) const [16]
                0.00    0.00 1280000/1280000     std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) const [33]
-----------------------------------------------
                0.01    0.01       2/2           void std::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [19]
[17]     0.0    0.01    0.01       2         void std::__uninitialized_fill_n<false>::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [17]
                0.01    0.00 1286408/1286408     void std::_Construct<PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell const&) [22]
-----------------------------------------------
                0.00    0.02       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::vector(unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell> const&) [7]
[18]     0.0    0.00    0.02       2         std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_fill_initialize(unsigned long, PsCourseworkI::Cell const&) [18]
                0.00    0.02       2/2           void std::__uninitialized_fill_n_a<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell>&) [20]
                0.00    0.00       2/4           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_get_Tp_allocator() [52]
-----------------------------------------------
                0.00    0.02       2/2           void std::__uninitialized_fill_n_a<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell>&) [20]
[19]     0.0    0.00    0.02       2         void std::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [19]
                0.01    0.01       2/2           void std::__uninitialized_fill_n<false>::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [17]
-----------------------------------------------
                0.00    0.02       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_fill_initialize(unsigned long, PsCourseworkI::Cell const&) [18]
[20]     0.0    0.00    0.02       2         void std::__uninitialized_fill_n_a<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell>&) [20]
                0.00    0.02       2/2           void std::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [19]
-----------------------------------------------
                0.01    0.01       1/1           main [1]
[21]     0.0    0.01    0.01       1         PsCourseworkI::BmpFile::BmpFile(std::string) [21]
                0.01    0.00       1/1           PsCourseworkI::Array2D<unsigned int>::Resize(PsCourseworkI::Size const&) [24]
                0.00    0.00  640000/640000      PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) [34]
                0.00    0.00       1/1           PsCourseworkI::Array2D<unsigned int>::Array2D() [110]
                0.00    0.00       1/18          PsCourseworkI::Size::Size(unsigned int, unsigned int) [39]
-----------------------------------------------
                0.01    0.00 1286408/1286408     void std::__uninitialized_fill_n<false>::uninitialized_fill_n<PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell>(PsCourseworkI::Cell*, unsigned long, PsCourseworkI::Cell const&) [17]
[22]     0.0    0.01    0.00 1286408         void std::_Construct<PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell const&) [22]
                0.00    0.00 1286408/1286408     operator new(unsigned long, void*) [32]
-----------------------------------------------
                0.01    0.00       1/1           __do_global_ctors_aux [25]
[23]     0.0    0.01    0.00       1         global constructors keyed to _ZN13PsCourseworkI18LandscapePpmWriterC2ERNS_9LandscapeE [23]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [101]
-----------------------------------------------
                0.01    0.00       1/1           PsCourseworkI::BmpFile::BmpFile(std::string) [21]
[24]     0.0    0.01    0.00       1         PsCourseworkI::Array2D<unsigned int>::Resize(PsCourseworkI::Size const&) [24]
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::clear() [139]
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long, unsigned int) [141]
                0.00    0.00       1/1           PsCourseworkI::Size::operator=(PsCourseworkI::Size const&) [107]
-----------------------------------------------
                                                 <spontaneous>
[25]     0.0    0.00    0.01                 __do_global_ctors_aux [25]
                0.01    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI18LandscapePpmWriterC2ERNS_9LandscapeE [23]
                0.00    0.00       1/1           global constructors keyed to main [95]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI7AppArgsC2EiPPc [90]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI9AppConfig5PrintEv [93]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI7BmpFileC2ESs [91]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI9LandscapeC2ERKNS_9AppConfigE [94]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI7PpmFileC2ERKSsRKNS_4SizeEj [92]
                0.00    0.00       1/1           global constructors keyed to _ZN13PsCourseworkI4CellC2Ev [89]
-----------------------------------------------
                0.01    0.00      13/13          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [8]
[26]     0.0    0.01    0.00      13         PsCourseworkI::PpmFile::~PpmFile() [26]
-----------------------------------------------
                0.00    0.00       1/1           PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [5]
[27]     0.0    0.00    0.00       1         PsCourseworkI::Landscape::InitHalos() [27]
                0.00    0.00    6416/4806406416     PsCourseworkI::Array2D<PsCourseworkI::Cell>::operator()(unsigned int, unsigned int) [3]
                0.00    0.00       2/15          PsCourseworkI::Array2D<PsCourseworkI::Cell>::GetSize() const [40]
                0.00    0.00       1/1           PsCourseworkI::Cell::Cell(bool, double, double) [106]
-----------------------------------------------
                0.00    0.00 1286408/1286408     void std::_Construct<PsCourseworkI::Cell, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell const&) [22]
[32]     0.0    0.00    0.00 1286408         operator new(unsigned long, void*) [32]
-----------------------------------------------
                0.00    0.00 1280000/1280000     PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) const [16]
[33]     0.0    0.00    0.00 1280000         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) const [33]
-----------------------------------------------
                0.00    0.00  640000/640000      PsCourseworkI::BmpFile::BmpFile(std::string) [21]
[34]     0.0    0.00    0.00  640000         PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) [34]
                0.00    0.00  640000/640000      std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [35]
-----------------------------------------------
                0.00    0.00  640000/640000      PsCourseworkI::Array2D<unsigned int>::operator()(unsigned int, unsigned int) [34]
[35]     0.0    0.00    0.00  640000         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [35]
-----------------------------------------------
                0.00    0.00      66/66          PsCourseworkI::AppConfigReader::AppConfigReader(std::string const&) [104]
[36]     0.0    0.00    0.00      66         bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [36]
-----------------------------------------------
                0.00    0.00      44/44          PsCourseworkI::AppConfigReader::AppConfigReader(std::string const&) [104]
[37]     0.0    0.00    0.00      44         PsCourseworkI::AppConfigReader::RemoveComment(std::string&) [37]
-----------------------------------------------
                0.00    0.00       4/37          PsCourseworkI::AppConfigReader::StringToInt(std::string const&) [48]
                0.00    0.00       7/37          PsCourseworkI::AppConfigReader::StringToDouble(std::string const&) [44]
                0.00    0.00      13/37          main [1]
                0.00    0.00      13/37          PsCourseworkI::PpmFile::PpmFile(std::string const&, PsCourseworkI::Size const&, unsigned int) [42]
[38]     0.0    0.00    0.00      37         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [38]
-----------------------------------------------
                0.00    0.00       1/18          PsCourseworkI::BmpFile::BmpFile(std::string) [21]
                0.00    0.00       1/18          PsCourseworkI::Array2D<unsigned int>::Array2D() [110]
                0.00    0.00       3/18          PsCourseworkI::Landscape::Landscape(PsCourseworkI::AppConfig const&) [5]
                0.00    0.00      13/18          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [8]
[39]     0.0    0.00    0.00      18         PsCourseworkI::Size::Size(unsigned int, unsigned int) [39]
-----------------------------------------------
                0.00    0.00       2/15          PsCourseworkI::Landscape::InitHalos() [27]
                0.00    0.00      13/15          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [8]
[40]     0.0    0.00    0.00      15         PsCourseworkI::Array2D<PsCourseworkI::Cell>::GetSize() const [40]
-----------------------------------------------
                0.00    0.00      13/13          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [8]
[41]     0.0    0.00    0.00      13         PsCourseworkI::PpmFile::Finalise() [41]
-----------------------------------------------
                0.00    0.00      13/13          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [8]
[42]     0.0    0.00    0.00      13         PsCourseworkI::PpmFile::PpmFile(std::string const&, PsCourseworkI::Size const&, unsigned int) [42]
                0.00    0.00      13/37          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [38]
-----------------------------------------------
                0.00    0.00      13/13          PsCourseworkI::LandscapePpmWriter::Write(std::string const&) [8]
[43]     0.0    0.00    0.00      13         PsCourseworkI::Landscape::GetArray() const [43]
-----------------------------------------------
                0.00    0.00       7/7           PsCourseworkI::AppConfigReader::AppConfigReader(std::string const&) [104]
[44]     0.0    0.00    0.00       7         PsCourseworkI::AppConfigReader::StringToDouble(std::string const&) [44]
                0.00    0.00       7/37          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [38]
-----------------------------------------------
                0.00    0.00       1/7           unsigned int* std::fill_n<unsigned int*, unsigned long, unsigned int>(unsigned int*, unsigned long, unsigned int const&) [148]
                0.00    0.00       6/7           unsigned int* std::__copy_move_a2<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [82]
[45]     0.0    0.00    0.00       7         std::__niter_base<unsigned int*, false>::__b(unsigned int*) [45]
-----------------------------------------------
                0.00    0.00       2/6           std::vector<unsigned int, std::allocator<unsigned int> >::resize(unsigned long, unsigned int) [141]
                0.00    0.00       4/6           std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [126]
[46]     0.0    0.00    0.00       6         std::vector<unsigned int, std::allocator<unsigned int> >::size() const [46]
-----------------------------------------------
                0.00    0.00       1/6           std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [143]
                0.00    0.00       1/6           std::vector<unsigned int, std::allocator<unsigned int> >::_M_erase_at_end(unsigned int*) [136]
                0.00    0.00       4/6           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [135]
[47]     0.0    0.00    0.00       6         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [47]
-----------------------------------------------
                0.00    0.00       4/4           PsCourseworkI::AppConfigReader::AppConfigReader(std::string const&) [104]
[48]     0.0    0.00    0.00       4         PsCourseworkI::AppConfigReader::StringToInt(std::string const&) [48]
                0.00    0.00       4/37          std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [38]
-----------------------------------------------
                0.00    0.00       4/4           std::allocator<PsCourseworkI::Cell>::~allocator() [51]
[49]     0.0    0.00    0.00       4         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::~new_allocator() [49]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [135]
                0.00    0.00       2/4           __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::difference_type __gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [120]
[50]     0.0    0.00    0.00       4         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [50]
-----------------------------------------------
                0.00    0.00       2/4           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::~_Vector_impl() [74]
                0.00    0.00       2/4           PsCourseworkI::Array2D<PsCourseworkI::Cell>::Array2D(PsCourseworkI::Size) [6]
[51]     0.0    0.00    0.00       4         std::allocator<PsCourseworkI::Cell>::~allocator() [51]
                0.00    0.00       4/4           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::~new_allocator() [49]
-----------------------------------------------
                0.00    0.00       2/4           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [80]
                0.00    0.00       2/4           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_fill_initialize(unsigned long, PsCourseworkI::Cell const&) [18]
[52]     0.0    0.00    0.00       4         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_get_Tp_allocator() [52]
-----------------------------------------------
                0.00    0.00       4/4           unsigned int* std::copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [86]
[53]     0.0    0.00    0.00       4         std::__miter_base<unsigned int*, false>::__b(unsigned int*) [53]
-----------------------------------------------
                0.00    0.00       1/3           __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [117]
                0.00    0.00       2/3           std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [67]
[54]     0.0    0.00    0.00       3         __gnu_cxx::new_allocator<unsigned int>::max_size() const [54]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [56]
[55]     0.0    0.00    0.00       3         void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [55]
-----------------------------------------------
                0.00    0.00       3/3           void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [57]
[56]     0.0    0.00    0.00       3         void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [56]
                0.00    0.00       3/3           void std::_Destroy_aux<true>::__destroy<unsigned int*>(unsigned int*, unsigned int*) [55]
-----------------------------------------------
                0.00    0.00       1/3           std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [143]
                0.00    0.00       1/3           std::vector<unsigned int, std::allocator<unsigned int> >::_M_erase_at_end(unsigned int*) [136]
                0.00    0.00       1/3           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [135]
[57]     0.0    0.00    0.00       3         void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [57]
                0.00    0.00       3/3           void std::_Destroy<unsigned int*>(unsigned int*, unsigned int*) [56]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Array2D<PsCourseworkI::Cell>::Array2D(PsCourseworkI::Size) [6]
[58]     0.0    0.00    0.00       2         PsCourseworkI::Cell::Cell() [58]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Landscape::~Landscape() [114]
[59]     0.0    0.00    0.00       2         PsCourseworkI::Array2D<PsCourseworkI::Cell>::~Array2D() [59]
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [80]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_deallocate(PsCourseworkI::Cell*, unsigned long) [75]
[60]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::deallocate(PsCourseworkI::Cell*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_allocate(unsigned long) [72]
[61]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::allocate(unsigned long, void const*) [61]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::max_size() const [65]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<PsCourseworkI::Cell>::allocator(std::allocator<PsCourseworkI::Cell> const&) [69]
[62]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator(__gnu_cxx::new_allocator<PsCourseworkI::Cell> const&) [62]
-----------------------------------------------
                0.00    0.00       2/2           std::allocator<PsCourseworkI::Cell>::allocator() [68]
[63]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator() [63]
-----------------------------------------------
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::end() [137]
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::begin() [138]
[64]     0.0    0.00    0.00       2         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int* const&) [64]
-----------------------------------------------
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::allocate(unsigned long, void const*) [61]
[65]     0.0    0.00    0.00       2         __gnu_cxx::new_allocator<PsCourseworkI::Cell>::max_size() const [65]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [67]
[66]     0.0    0.00    0.00       2         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [66]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [126]
[67]     0.0    0.00    0.00       2         std::vector<unsigned int, std::allocator<unsigned int> >::max_size() const [67]
                0.00    0.00       2/2           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [66]
                0.00    0.00       2/3           __gnu_cxx::new_allocator<unsigned int>::max_size() const [54]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Array2D<PsCourseworkI::Cell>::Array2D(PsCourseworkI::Size) [6]
[68]     0.0    0.00    0.00       2         std::allocator<PsCourseworkI::Cell>::allocator() [68]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator() [63]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::_Vector_impl(std::allocator<PsCourseworkI::Cell> const&) [73]
[69]     0.0    0.00    0.00       2         std::allocator<PsCourseworkI::Cell>::allocator(std::allocator<PsCourseworkI::Cell> const&) [69]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::new_allocator(__gnu_cxx::new_allocator<PsCourseworkI::Cell> const&) [62]
-----------------------------------------------
                0.00    0.00       2/2           unsigned int* std::__copy_move_a<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [81]
[70]     0.0    0.00    0.00       2         unsigned int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*) [70]
-----------------------------------------------
                0.00    0.00       2/2           void std::_Destroy<PsCourseworkI::Cell*>(PsCourseworkI::Cell*, PsCourseworkI::Cell*) [87]
[71]     0.0    0.00    0.00       2         void std::_Destroy_aux<true>::__destroy<PsCourseworkI::Cell*>(PsCourseworkI::Cell*, PsCourseworkI::Cell*) [71]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&) [76]
[72]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_allocate(unsigned long) [72]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::allocate(unsigned long, void const*) [61]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&) [76]
[73]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::_Vector_impl(std::allocator<PsCourseworkI::Cell> const&) [73]
                0.00    0.00       2/2           std::allocator<PsCourseworkI::Cell>::allocator(std::allocator<PsCourseworkI::Cell> const&) [69]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [77]
[74]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::~_Vector_impl() [74]
                0.00    0.00       2/4           std::allocator<PsCourseworkI::Cell>::~allocator() [51]
-----------------------------------------------
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [77]
[75]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_deallocate(PsCourseworkI::Cell*, unsigned long) [75]
                0.00    0.00       2/2           __gnu_cxx::new_allocator<PsCourseworkI::Cell>::deallocate(PsCourseworkI::Cell*, unsigned long) [60]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::vector(unsigned long, PsCourseworkI::Cell const&, std::allocator<PsCourseworkI::Cell> const&) [7]
[76]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_base(unsigned long, std::allocator<PsCourseworkI::Cell> const&) [76]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::_Vector_impl(std::allocator<PsCourseworkI::Cell> const&) [73]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_allocate(unsigned long) [72]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [80]
[77]     0.0    0.00    0.00       2         std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [77]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_deallocate(PsCourseworkI::Cell*, unsigned long) [75]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_Vector_impl::~_Vector_impl() [74]
-----------------------------------------------
                0.00    0.00       1/2           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::~_Vector_base() [133]
                0.00    0.00       1/2           std::vector<unsigned int, std::allocator<unsigned int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned long, unsigned int const&) [135]
[78]     0.0    0.00    0.00       2         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [78]
                0.00    0.00       1/1           __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [116]
-----------------------------------------------
                0.00    0.00       2/2           unsigned int* std::uninitialized_copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [83]
[79]     0.0    0.00    0.00       2         unsigned int* std::__uninitialized_copy<true>::uninitialized_copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [79]
                0.00    0.00       2/2           unsigned int* std::copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [86]
-----------------------------------------------
                0.00    0.00       2/2           PsCourseworkI::Array2D<PsCourseworkI::Cell>::~Array2D() [59]
[80]     0.0    0.00    0.00       2         std::vector<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~vector() [80]
                0.00    0.00       2/4           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::_M_get_Tp_allocator() [52]
                0.00    0.00       2/2           void std::_Destroy<PsCourseworkI::Cell*, PsCourseworkI::Cell>(PsCourseworkI::Cell*, PsCourseworkI::Cell*, std::allocator<PsCourseworkI::Cell>&) [88]
                0.00    0.00       2/2           std::_Vector_base<PsCourseworkI::Cell, std::allocator<PsCourseworkI::Cell> >::~_Vector_base() [77]
-----------------------------------------------
                0.00    0.00       2/2           unsigned int* std::__copy_move_a2<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [82]
[81]     0.0    0.00    0.00       2         unsigned int* std::__copy_move_a<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [81]
                0.00    0.00       2/2           unsigned int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned int>(unsigned int const*, unsigned int const*, unsigned int*) [70]
-----------------------------------------------
                0.00    0.00       2/2           unsigned int* std::copy<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [86]
[82]     0.0    0.00    0.00       2         unsigned int* std::__copy_move_a2<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [82]
                0.00    0.00       6/7           std::__niter_base<unsigned int*, false>::__b(unsigned int*) [45]
